Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
IPCB-2023CP007 Desenvolvimento de plataforma no âmbito do projeto TRACE IPCB;Concurso público;Aquisição de serviços;72230000-6;Principal;Serviços de desenvolvimento de software à medida;80000.0 € ;Instituto Politécnico de Castelo Branco (504152980);"QUIDGEST-CONSULTORES DE GESTÃO, S.A. (501989978)";"80.000,00 €";14-09-2023;11-09-2023;396 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjU5NTIz;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Reabilitação de Parques Infantis na Cidade do Fundão;Consulta Prévia;Empreitadas de obras públicas;45200000-9;Principal;Obras de construção total ou parcial e de engenharia civil;149756.0 € ;Município do Fundão (506215695);"Safe2Play - Unipessoal, Lda. (515140830)";"149.756,00 €";14-09-2023;31-08-2023;210 dias;"Portugal, Castelo Branco, Fundão";"Artigo 19.º, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://next.vortal.biz/;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"IPCB-2023CPR24 – Realização de encontros, seminários e workshops II";Consulta Prévia;Aquisição de serviços;98390000-3;Principal;Outros serviços;7950.0 € ;Instituto Politécnico de Castelo Branco (504152980);"Indice ICT & Management, Lda.  (502216336)";"7.950,00 €";14-09-2023;14-09-2023;46 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"Aquisição de serviço, por LOTES, para o transporte aos alunos da educação pré-escolar, do ensino básico e do ensino secundário";Concurso público;Aquisição de serviços;60120000-5;Principal;Serviços de táxis;29988.0 € ;Municipio de Idanha-a-Nova (501121030);Rosmaninhense Táxi Lda (504901354);"29.988,00 €";14-09-2023;14-09-2023;360 dias;"Portugal, Castelo Branco, Idanha-a-Nova";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjE4NDcz;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Edição de Livros do Prof. Joaquim Candeias da Silva - Concelho do Fundão, História e Património, 3 Volumes: ""Aldeias a Norte da Gardunha"", ""Aldeias a Sul da Gardunha"" e ""Fundão""";Ajuste Direto Regime Geral;Aquisição de serviços;92310000-7;Principal;Serviços de criação e interpretação artísticas e literárias;24000.0 € ;Município do Fundão (506215695);Canto Redondo (507759419);"24.000,00 €";13-09-2023;17-08-2023;304 dias;"Portugal, Castelo Branco, Fundão";"Artigo 24.º, n.º 1, alínea e), subalínea iii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
Sessão Solene de abertura do ano letivo 2023/2024 -Almoço Convívio;Consulta Prévia;Aquisição de serviços;55520000-1;Principal;Serviços de fornecimento de refeições (catering);12000.0 € ;Município de Castelo Branco (501143530);"Quinta da Dança - Hotelaria e Animação Turística, Ldª. (502678321)";"12.000,00 €";13-09-2023;13-09-2023;1 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY2NDQ1;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Serviços para Apoio na definição da Estratégia Territorial AHP2030 e Quadro de Investimentos – Programa PROVERE;Ajuste Direto Regime Geral;Aquisição de serviços;72224000-1;Principal;Serviços de consultoria em gestão de projectos;17000.0 € ;Aldeias Históricas de Portugal - Associação de Desenvolvimento Turístico (507709705);"Sociedade Portuguesa de Inovação - Consultadoria Empresarial e Fomento da Inovação, S.A. (503821012)";"17.000,00 €";13-09-2023;06-09-2023;122 dias;"Portugal, Castelo Branco, Belmonte<BR/>Portugal, Castelo Branco, Fundão<BR/>Portugal, Guarda, Fig. Castelo Rodrigo<BR/>Portugal, Coimbra, Arganil<BR/>Portugal, Castelo Branco, Idanha-a-Nova<BR/>Portugal, Guarda, Celorico da Beira<BR/>Portugal, Guarda, Almeida<BR/>Portugal, Guarda, Sabugal<BR/>Portugal, Guarda, Meda<BR/>Portugal, Guarda, Trancoso";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY1NzQ2;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aluguer de Equipamento STANDS II Feira Agrícola do Fundão;Consulta Prévia;Concessão de serviços públicos;98300000-6;Principal;Serviços diversos;13600.0 € ;Município do Fundão (506215695);"GLOBAL TENDAS, Ldª. (508189560)";"13.600,00 €";13-09-2023;08-09-2023;8 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2520356;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 87/2023 Aquisição do Medicamento Atezolizumab (CP 2021/6);Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;33351.3 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";ROCHE FARMACÊUTICA QUÍMICA LDA. (500233810);"33.351,30 €";13-09-2023;25-08-2023;122 dias;"Portugal, Castelo Branco, Covilhã";Artigo 258.º do Código dos Contratos Públicos;;;;;;;5032541;CP 2021/6 - Medicamentos do foro oncológico e imunomoduladores;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2517744;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CPR 09/2023 Aquisição de Medicamentos antivíricos e antifúngicos  (CP 2021/41);Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;643.5 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";Teva Pharma - Produtos Farmacêuticos  (507045491);"643,50 €";13-09-2023;31-08-2023;243 dias;"Portugal, Castelo Branco, Covilhã";Artigo 259.º do Código dos Contratos Públicos;;;;;;;5229027;"CP 2021/41 - ACORDO QUADRO PARA FORNECIMENTO DE MEDICAMENTOS ANTIVÍRICOS E ANTIFÚNGICOS, PARA AS INSTITUIÇÕES E SERVIÇOS DO SNS";false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2366559;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CPR 09/2023 Aquisição de Medicamentos antivíricos e antifúngicos  (CP 2021/41);Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;1556.1 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";Alloga Logifarma (503934640);"1.556,10 €";13-09-2023;31-08-2023;243 dias;"Portugal, Castelo Branco, Covilhã";Artigo 259.º do Código dos Contratos Públicos;;;;;;;5229027;"CP 2021/41 - ACORDO QUADRO PARA FORNECIMENTO DE MEDICAMENTOS ANTIVÍRICOS E ANTIFÚNGICOS, PARA AS INSTITUIÇÕES E SERVIÇOS DO SNS";false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2366559;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CPR 09/2023 Aquisição de Medicamentos antivíricos e antifúngicos  (CP 2021/41);Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;10882.5 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"LAB. PFIZER, LDA. (500162166)";"10.882,50 €";13-09-2023;31-08-2023;243 dias;"Portugal, Castelo Branco, Covilhã";Artigo 259.º do Código dos Contratos Públicos;;;;;;;5229027;"CP 2021/41 - ACORDO QUADRO PARA FORNECIMENTO DE MEDICAMENTOS ANTIVÍRICOS E ANTIFÚNGICOS, PARA AS INSTITUIÇÕES E SERVIÇOS DO SNS";false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2366559;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CPR 09/2023 Aquisição de Medicamentos antivíricos e antifúngicos  (CP 2021/41);Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;1656.0 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"Accord Healthcare, Unipessoal Lda (508622263)";"1.656,00 €";13-09-2023;31-08-2023;243 dias;"Portugal, Castelo Branco, Covilhã";Artigo 259.º do Código dos Contratos Públicos;;;;;;;5229027;"CP 2021/41 - ACORDO QUADRO PARA FORNECIMENTO DE MEDICAMENTOS ANTIVÍRICOS E ANTIFÚNGICOS, PARA AS INSTITUIÇÕES E SERVIÇOS DO SNS";false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2366559;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CPR 09/2023 Aquisição de Medicamentos antivíricos e antifúngicos  (CP 2021/41);Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;180.46 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"Generis Farmacêutica, S.A. (508107997)";"180,46 €";13-09-2023;31-08-2023;243 dias;"Portugal, Castelo Branco, Covilhã";Artigo 259.º do Código dos Contratos Públicos;;;;;;;5229027;"CP 2021/41 - ACORDO QUADRO PARA FORNECIMENTO DE MEDICAMENTOS ANTIVÍRICOS E ANTIFÚNGICOS, PARA AS INSTITUIÇÕES E SERVIÇOS DO SNS";false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2366559;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CPR 09/2023 Aquisição de Medicamentos antivíricos e antifúngicos  (CP 2021/41);Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;5407.39 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"FARMOZ - Sociedade Tecnico Medicinal, SA - (Tecnimede) (501505334)";"5.407,39 €";13-09-2023;31-08-2023;243 dias;"Portugal, Castelo Branco, Covilhã";Artigo 259.º do Código dos Contratos Públicos;;;;;;;5229027;"CP 2021/41 - ACORDO QUADRO PARA FORNECIMENTO DE MEDICAMENTOS ANTIVÍRICOS E ANTIFÚNGICOS, PARA AS INSTITUIÇÕES E SERVIÇOS DO SNS";false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2366559;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aluguer de Tendas Iglo para alojamento de animais -Feira de Inovação Agrícola do Fundão;Consulta Prévia;Concessão de serviços públicos;98300000-6;Principal;Serviços diversos;24000.0 € ;Município do Fundão (506215695);"Spormex Events & Exhibitions, Lda (503037605)";"24.000,00 €";13-09-2023;08-09-2023;8 dias;"Portugal, Castelo Branco, Fundão";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2520861;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de material de desgaste rápido para equipamento moto manual;Consulta Prévia;Aquisição de bens móveis;16600000-1;Principal;Máquinas especializadas para a agricultura ou a silvicultura;15854.02 € ;Municipio de Idanha-a-Nova (501121030);ALBIEUROPA TRACTORES E AUTOMOVEIS LDA (502205997);"15.854,02 €";13-09-2023;12-09-2023;30 dias;"Portugal, Castelo Branco, Idanha-a-Nova";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY0NTQ1;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
 Seguros de Acidentes de Trabalho por Lotes;Consulta Prévia;Aquisição de serviços;66512100-3;Principal;Serviços de seguros de acidentes;2876.69 € ;Pinhal Maior - Associação de Desenvolvimento do Pinhal Interior Sul (503426075);Fidelidade Companhia de Seguros SA (500918880);"2.876,69 €";12-09-2023;01-09-2023;366 dias;"Portugal, Castelo Branco, Vila de Rei<BR/>Portugal, Castelo Branco, Sertã<BR/>Portugal, Castelo Branco, Proença-a-Nova<BR/>Portugal, Castelo Branco, Oleiros";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de projeto EU SOU + - Design;Consulta Prévia;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;10000.0 € ;Município da Covilhã (505330768);Diana Isabel Barata Fernandes;"10.000,00 €";12-09-2023;12-09-2023;304 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Concursos Publico para a Empreitada de obras de reabilitação do Pavilhão Desportivo do Inatel;Concurso público;Empreitadas de obras públicas;45453100-8;Principal;Obras de recuperação;418830.24 € ;Município da Covilhã (505330768);"NOW XXI - Engenharia & Construções, Lda. (514288256)";"418.830,24 €";12-09-2023;12-09-2023;210 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 19.º, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2440448;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CP nº 9/2023 - Aquisição de Equipamentos Científicos para o Centro de Investigação em Ciência e Tecnologia do Papel da Universidade da Beira Interior;Concurso público;Aquisição de bens móveis;38424000-3 | 38540000-2 | 42800000-4 | 42991400-3;Suplementar | Principal | Suplementar | Suplementar;"Equipamento para medição e controlo | Máquinas e aparelhos para ensaios e medição | Máquinas de fabricar papel e cartão | Secadores para madeira, pasta de papel, papel ou cartão";9000.0 €  | 39940.0 €  | 43850.0 €  | 4500.0 € ;Universidade da Beira Interior (502083514);Bluestream (513196781);"97.290,00 €";12-09-2023;29-08-2023;120 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjM5OTQ3;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Fornecimento e instalação de sinalização luminosa em passadeiras de peões e painéis de indicação de velocidade;Consulta Prévia;Empreitadas de obras públicas;45233294-6;Principal;Instalação de sinalização rodoviária;144000.0 € ;Município de Castelo Branco (501143530);"Habidom - Sinalização Rodoviária, Lda. (505821680)";"144.000,00 €";12-09-2023;11-09-2023;90 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 19.º, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjY0MjQw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CP nº 9/2023 - Aquisição de Equipamentos Científicos para o Centro de Investigação em Ciência e Tecnologia do Papel da Universidade da Beira Interior;Concurso público;Aquisição de bens móveis;38310000-1 | 42300000-9;Principal | Suplementar;"Balanças de precisão | Fornos, fornalhas e incineradores industriais ou de laboratório";3550.0 €  | 3900.0 € ;Universidade da Beira Interior (502083514);"WTEC- Equip. Indust. Laboratoriais e Hosp., Lda. (504022172)";"7.450,00 €";12-09-2023;12-09-2023;120 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjM5OTQ3;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Reagentes Principais Bioquimica;Ajuste Direto Regime Geral;Aquisição de bens móveis;33696000-5;Principal;Reagentes e meios de contraste;8502.0 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"Siemens Healthcare, Unipessoal, Lda. (507925173)";"8.502,00 €";12-09-2023;11-09-2023;2 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
Revisão do Plano Diretor Municipal de Idanha-a-Nova: Aquisição de Serviços para Elaboração da Proposta de Revisão do Plano;Concurso limitado por prévia qualificação;Aquisição de serviços;71410000-5;Principal;Serviços de planeamento urbano;210000.0 € ;Município de Idanha-a-Nova (501121030);"COBA - Consultores de Engenharia e Ambiente, S.A. (507826507), RT Geo - Planeamento e Ordenamento do Território, Unipessoal, Lda. (509351859)";"210.000,00 €";12-09-2023;12-09-2023;540 dias;"Portugal, Castelo Branco, Idanha-a-Nova";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjE4NjA1;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Reabilitação e Conservação da EM 550, entre o cruzamento da Ex-EN 112 e o cruzamento da EN 352- Elaboração de projeto";Consulta Prévia;Aquisição de serviços;71541000-2;Principal;Serviços de gestão de projectos de construção;37900.0 € ;Município de Castelo Branco (501143530);"ALBFI - Consultoria e Projetos, Lda (514517808)";"37.900,00 €";12-09-2023;11-09-2023;60 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjYzMzQ2;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Reagentes Principais Bioquimica;Ajuste Direto Regime Geral;Aquisição de bens móveis;33696000-5;Principal;Reagentes e meios de contraste;9040.0 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"Siemens Healthcare, Unipessoal, Lda. (507925173)";"9.040,00 €";12-09-2023;11-09-2023;2 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
Aquisição De Reagentes Bioquimica;Ajuste Direto Regime Geral;Aquisição de bens móveis;33696000-5;Principal;Reagentes e meios de contraste;7318.56 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"Siemens Healthcare, Unipessoal, Lda. (507925173)";"7.318,56 €";12-09-2023;11-09-2023;2 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
Aquisição de Reagentes Principais;Ajuste Direto Regime Geral;Aquisição de bens móveis;33696000-5;Principal;Reagentes e meios de contraste;9838.2 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"Siemens Healthcare, Unipessoal, Lda. (507925173)";"9.838,20 €";12-09-2023;11-09-2023;2 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
Aquisição de Reagentes Principais;Ajuste Direto Regime Geral;Aquisição de bens móveis;33696000-5;Principal;Reagentes e meios de contraste;9460.0 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"Siemens Healthcare, Unipessoal, Lda. (507925173)";"9.460,00 €";12-09-2023;11-09-2023;2 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
Aquisição de reagentes principais;Ajuste Direto Regime Geral;Aquisição de bens móveis;33696000-5;Principal;Reagentes e meios de contraste;7887.56 € ;"Unidade Local de Saúde de Castelo Branco, E. P. E. (509309844)";"Siemens Healthcare, Unipessoal, Lda. (507925173)";"7.887,56 €";12-09-2023;11-09-2023;2 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );true;false;
"Concurso Público para o fornecimento do ""Projeto Técnico de Manutenção e Conservação da Piscina Praia""";Concurso público;Aquisição de serviços;71242000-6;Principal;"Preparação de projecto e concepção, estimativa de custos";30000.0 € ;Município da Covilhã (505330768);Pmt - coordenação e gestão de projectos (513959327);"30.000,00 €";12-09-2023;11-09-2023;105 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2377050;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Exposição ""A Viaxe. A Culpa e o Pérdon""";Ajuste Direto Regime Geral;Aquisição de serviços;79000000-4;Principal;"Serviços a empresas: direito, comercialização, consultoria, recrutamento, impressão e segurança";25560.0 € ;Município de Castelo Branco (501143530);Jose Luis Otero Becerra (IMPICES1861962218);"25.560,00 €";12-09-2023;05-09-2023;170 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Fornecimento Contínuo de Sinalização Rodoviária Vertical;Consulta Prévia;Aquisição de bens móveis;34992000-7;Principal;Sinais luminosos e não-luminosos;67214.24 € ;Município de Castelo Branco (501143530);"MEIO CORTE - SINALIZAÇÃO DE TRÂNSITO, SA (503526754)";"67.214,24 €";11-09-2023;11-09-2023;365 dias;"Portugal, Castelo Branco, Castelo Branco";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjQ0ODg2;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Fornecimento de refeições no refeitório da Escola Tecnológica e Profissional de Sertã (ETPS), propriedade da Instituto Profissional da Sertã, Lda., durante o ano letivo 2023/2024.";Concurso público;Aquisição de serviços;55524000-9;Principal;Serviços de fornecimento de refeições (catering) a escolas;70452.0 € ;"Instituto Profissional da Sertã, L.da (504745557)";"Uniself - Sociedade de Restaurantes Públicos e Privados, S.A. (501323325)";"70.452,00 €";11-09-2023;04-09-2023;366 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.anogov.com/op-etps/faces/app/pap/listaDocs.jsp?papId=552;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Serviços de manutenção e suporte da plataforma/software de gestão operacional escolar (SIGE3), na escola Instituto Vaz Serra (IVS), propriedade da Instituto Vaz Serra, Sociedade de Ensino, Cultura e Recreio, S.A.";Ajuste Direto Regime Geral;Aquisição de serviços;72267100-0;Principal;Manutenção de software para as tecnologias da infomação;1709.52 € ;"Instituto Vaz Serra, Sociedade de Ensino, Cultura e Recreio, S. A. (501536965)";Inovar + AZ (508775876);"1.709,52 €";11-09-2023;11-09-2023;731 dias;"Portugal, Castelo Branco, Sertã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Aquisição de serviços Projeto EU SOU + - Coordenador;Consulta Prévia;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;15600.0 € ;Município da Covilhã (505330768);Pedro Filipe Leitão Pais;"15.600,00 €";11-09-2023;07-09-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
