Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
Aquisição de serviços de espetáculo de Mariza;Ajuste Direto Regime Geral;Aquisição de serviços;92312240-5;Principal;Serviços prestados por artistas;37000.0 € ;Município da Covilhã (505330768);"RUELA MUSIC MANAGEMENT, LDA (510345956)";"37.000,00 €";28-06-2023;28-06-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea i) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
"Concurso Público para a aquisição de serviços no âmbito da Segurança, Higiene e Saúde do trabalho, para o Município da Covilhã";Concurso público;Aquisição de serviços;85147000-1;Principal;Serviços de medicina do trabalho;70920.0 € ;Município da Covilhã (505330768);"INTERPREV - SEGURANÇA E SAÚDE DO TRABALHO, S.A. (507072065)";"70.920,00 €";28-06-2023;14-06-2023;1096 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2376955;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de espetáculo de Dança Vertical Enseueño;Ajuste Direto Regime Geral;Aquisição de serviços;92312240-5;Principal;Serviços prestados por artistas;8500.0 € ;Município da Covilhã (505330768);María José Vidal García (13773184W);"8.500,00 €";28-06-2023;27-06-2023;1 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;22-12-2023;"8.500,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"AD nº 22/2023 - Substituição do sistema de supervisão de GTC XBS, pela Plataforma de gestão ARENA NX da Honeywell, na Biblioteca Central e Faculdade de Engenharia";Ajuste Direto Regime Geral;Aquisição de serviços;71700000-5;Principal;Serviços de controlo e monitorização;14996.76 € ;Universidade da Beira Interior (502083514);Arclasse Serviço Total de Climatização S.A. (502027037);"14.996,76 €";23-06-2023;22-06-2023;60 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;18-12-2023;"14.996,76 €";;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjM2NDQ2;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços para a produção de filme promocional de Turismo - Covilhã;Ajuste Direto Regime Geral;Aquisição de serviços;92110000-5;Principal;Serviços de produção de filmes e fitas de vídeo e afins;19975.0 € ;Município da Covilhã (505330768);"Marca Líquida Produções, lda (507830458)";"19.975,00 €";23-06-2023;22-06-2023;30 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;05-07-2023;"19.975,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços para a realização dos Peninsulares - 4.º Encontros Ibéricos de Arte Têxtil Contemporânea;Ajuste Direto Regime Geral;Aquisição de serviços;79952100-3;Principal;Serviços de organização de eventos culturais;7900.0 € ;Município da Covilhã (505330768);"IDEIAS EMERGENTES - Arte, Arquitetura e Produção Cultural, CRL (506934357)";"7.900,00 €";22-06-2023;22-06-2023;96 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;10-10-2023;"7.900,00 €";;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Concurso Público Internacional para a realização de acções de estabilização de emergência pós-incêndio - estabilização das encostas afectadas pelos incêndios ocorridos em agosto de 2022 no Concelho da Covilhã.;Concurso público;Aquisição de serviços;77231000-8;Principal;Serviços de gestão florestal;217282.75 € ;Município da Covilhã (505330768);"Floponor, S.A. (503694479)";"217.282,75 €";22-06-2023;19-06-2023;180 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2295267;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"CPr nº 22/2023 - Aquisição de serviços para desenvolvimento de Plano de Comunicação e Marketing e Elaboração de relatório dos indicadores de avaliação de impacto, no âmbito do projeto Empreender e Crescer nas Beiras II";Consulta Prévia;Aquisição de serviços;72221000-0;Principal;Serviços de consultoria em matéria de análise de gestão;23515.0 € ;Universidade da Beira Interior (502083514);"VisionBiggest, Digital Intelligence, Lda  (516301624)";"23.515,00 €";22-06-2023;14-06-2023;16 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;19-06-2023;"23.515,00 €";;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjMwMjgw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços de consultoria para o desenvolvimento de “Relatório de conclusões e recomendações”, no âmbito do projeto Networking Adapt";Ajuste Direto Regime Geral;Aquisição de serviços;79419000-4;Principal;Serviços de consultoria para avaliação;9870.0 € ;CIEBI - Centro de Inovação Empresarial da Beira Interior (503309281);Egifinancial - Contabilidade e Formação Lda (502648686);"9.870,00 €";19-06-2023;19-05-2023;40 dias;"Portugal, Castelo Branco, Covilhã<BR/>Portugal, Guarda, Guarda";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;22-06-2023;"9.870,00 €";A data efetiva de fecho é 30/06/2023;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Concurso Público para a Aquisição de serviços de certificação energética de edifícios escolares;Concurso público;Aquisição de serviços;71314300-5;Principal;Serviços de consultoria em matéria de rendimento energético;21500.0 € ;Município da Covilhã (505330768);Mota & Pestana Arquitetos Lda. (514840064);"21.500,00 €";19-06-2023;12-06-2023;120 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2273851;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Serviços de diagnósticos de Anatomia Patológica à distancia e controlo de qualidade por telepatologia/patologia digital em macroscopia  e microscopia ;Ajuste Direto Regime Geral;Aquisição de serviços;85111800-8;Principal;Serviços de patologia;120000.0 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";IPATIMUP - Instituto de Patologia e Imunologia Molecular da Universidade do Porto (502246308);"120.000,00 €";19-06-2023;27-02-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";true;false;
AD 30/2023 - Aquisição de serviços de catering no âmbito do 27th Meeting of the Society of Hair Testing;Ajuste Direto Regime Geral;Aquisição de serviços;55520000-1;Principal;Serviços de fornecimento de refeições (catering);7575.0 € ;Universidade da Beira Interior (502083514);Atelier Gastronómico 2 Lda (508756677);"7.575,00 €";19-06-2023;14-06-2023;2 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;14-06-2023;"6.844,00 €";;Menor nº de pessoas do que o previsto ;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços de fornecimento de projeto de construção de 1 (um) edifício habitacional, Travessa do Rodrigo";Concurso público;Aquisição de serviços;71242000-6;Principal;"Preparação de projecto e concepção, estimativa de custos";14777.0 € ;Município da Covilhã (505330768);"TUU Building Design Management, Lda (513770267)";"14.777,00 €";19-06-2023;15-06-2023;120 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2336640;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de comunicações ;Ajuste Direto Regime Geral;Aquisição de serviços;64000000-6;Principal;Serviços postais e de telecomunicações;4243.68 € ;"CooLabora, C. R. L. (508439965)";"MEO - SERVIÇOS DE COMUNICAÇÕES E MULTIMÉDIA, S.A. (504615947)";"4.243,68 €";16-06-2023;22-05-2023;1096 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Consulta Prévia para a aquisição de inspeções periódicas de ascensores, monta cargas, escadas mecânicas e tapetes rolantes ";Consulta Prévia;Aquisição de serviços;50750000-7;Principal;Serviços de manutenção de elevadores;19500.0 € ;Município da Covilhã (505330768);"GATECI – Gabinete Técnico de Certificação e Inspeção, Lda. (510605702)";"19.500,00 €";16-06-2023;15-06-2023;1096 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2358845;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Publicitação da Oferta Formativa e da divulgação de atividades através da separata Fio Condutor;Ajuste Direto Regime Geral;Aquisição de serviços;79824000-6;Principal;Serviços de impressão e distribuição;4000.0 € ;"Escola Secundária Campos de Melo, Covilhã (600017753)";"JORNAL FUNDÃO EDITORA, LDA. (500648603)";"4.000,00 €";14-06-2023;14-06-2023;200 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD nº 17/2023 - Locação de licença de acesso à ClinicalKey® da Elsevier;Ajuste Direto Regime Geral;Aquisição de serviços;72320000-4;Principal;Serviços relacionados com bases de dados;66388.28 € ;Universidade da Beira Interior (502083514);"LUSODOC-DOC-TEC.CIENTIFICA, LDA. (502609982)";"66.388,28 €";14-06-2023;13-06-2023;383 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;04-07-2023;"66.388,28 €";;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjMzMTY0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD nº 14/2023 - Aquisição de Serviços de Avaliação de Aptidões Cognitivas e Conhecimentos da Língua Inglesa dos Candidatos ao Curso de Medicina da Universidade da Beira Interior;Ajuste Direto Regime Geral;Aquisição de serviços;80000000-4;Principal;Serviços de ensino e formação;19200.0 € ;Universidade da Beira Interior (502083514);"Editora Hogrefe, Lda. (514204036)";"19.200,00 €";14-06-2023;09-06-2023;90 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;10-07-2023;"14.520,00 €";;O números de candidatos foi menor que o previsto;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjMzMTk5;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Ajuste Direto para a aquisição de serviços para levantamento topográfico e arquitectónico dos Edifícios sitos na Rua Nova do Souto, Bloco A e Bloco B - PROC 78/2023  ";Ajuste Direto Regime Geral;Aquisição de serviços;71351810-4;Principal;Serviços de topografia;2490.0 € ;Município da Covilhã (505330768);"Cota 2000 - Topografia e Projectos, Unipessoal, Lda. (507170415)";"2.490,00 €";14-06-2023;12-06-2023;60 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;16-10-2023;"2.490,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2373239;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Serviços de Telerradiologia;Concurso público;Aquisição de serviços;85100000-0;Principal;Serviços de saúde;163800.0 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"Dr. Campos Costa - Consultório de Tomografia Computorizada, S.A   (502082429)";"163.800,00 €";13-06-2023;28-03-2023;305 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"163.800,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2280849;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços de aluguer, montagem e desmontagem de bancadas para as marchas populares";Ajuste Direto Regime Geral;Aquisição de serviços;92000000-1;Principal;"Serviços recreativos, culturais e desportivos";7400.0 € ;Município da Covilhã (505330768);"Simultâneo  de  Ideias  e Música  Produção de  Eventos  Culturais,  Lda (505395649)";"7.400,00 €";13-06-2023;13-06-2023;6 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de verificação das condições de protecção e segurança radiológica em Instalações e equipamentos produtores de radiação ionizante;Concurso público;Aquisição de serviços;71356100-9;Principal;Serviços de controlo técnico;8263.0 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"IQI - Instituto para a Qualidade em Imagem e Protecção Radiológica, SA (507858352)";"8.263,00 €";13-06-2023;18-05-2023;245 dias;"Portugal, Castelo Branco, Covilhã";Artigo 155.º do Código dos Contratos Públicos;Cumprimento integral do contrato;31-12-2023;"9.463,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2366474;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 56-23 Renovação do contrato de manutenção para o Esterilizador Sterrad 100S;Ajuste Direto Regime Geral;Aquisição de serviços;50400000-9;Principal;Serviços de reparação e manutenção de equipamento médico e de precisão;7380.0 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"ADSTERPT, UNIPESSOAL LDA (515083704)";"7.380,00 €";13-06-2023;02-06-2023;366 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"7.380,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2393974;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Serviços de Telerradiologia;Ajuste Direto Regime Geral;Aquisição de serviços;85100000-0;Principal;Serviços de saúde;41058.0 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"Dr. Campos Costa - Consultório de Tomografia Computorizada, S.A   (502082429)";"41.058,00 €";13-06-2023;27-03-2023;92 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;03-04-2023;"41.058,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2292863;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Serviços de aluguer de gerador para o Hospital do Fundão;Concurso público;Aquisição de serviços;51111200-5;Principal;Serviços de instalação de geradores;12560.0 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"Nortaluga - Aluguer de Equipamentos, Lda. (505743990)";"12.560,00 €";13-06-2023;19-05-2023;245 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";Cumprimento integral do contrato;29-12-2023;"12.560,00 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2364383;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviço de Cedência de instalações para ação de Empregado de Andares 16 NB PRO EFA Covilhã.;Consulta Prévia;Aquisição de serviços;80520000-5;Principal;Instalações para formação;3600.0 € ;IEFP (501442600);Beira Serra - Associação Promotora do Desenvolvimento Rural Integrado (503310557);"3.600,00 €";13-06-2023;01-06-2023;271 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjMzNTcx;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Consulta Prévia para a prestação de serviços de assessoria de imprensa;Consulta Prévia;Aquisição de serviços;79416000-3;Principal;Serviços de relações públicas;60000.0 € ;Município da Covilhã (505330768);Catarina Josefa Seves Andrade Canotilho;"60.000,00 €";12-06-2023;07-06-2023;549 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Prestação de Serviço de Operações Culturais;Ajuste Direto Regime Geral;Aquisição de serviços;77100000-1;Principal;Serviços relacionados com a agricultura;9797.5 € ;"Escola Profissional Agrícola Quinta da Lageosa, Aldeia do Souto - Covilhã (600031691)";"PROENÇA & IRMÃOS SERVIÇOS AGRÍCOLAS, LDA (507319486)";"9.797,50 €";07-06-2023;07-06-2023;207 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"AD nº 24/2023 - Serviços de limpeza de terrenos junto ao edifício da Reitoria, UBImedical, Biblioteca Central e Faculdade de Ciências Sociais e Humanas ";Ajuste Direto Regime Geral;Aquisição de serviços;77314000-4;Principal;Serviços de manutenção de terrenos;8500.0 € ;Universidade da Beira Interior (502083514);"Letras & Pétalas, Unipessoal, Lda (513589210)";"8.500,00 €";07-06-2023;31-05-2023;30 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;14-06-2023;"8.500,00 €";;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjM0ODk2;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de manutenção do software dos Serviço de Patologia Clínica;Ajuste Direto Regime Geral;Aquisição de serviços;72260000-5;Principal;Serviços relacionados com software;36603.75 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"WERFEN PORTUGAL, LDA. (501086110)";"36.603,75 €";07-06-2023;26-05-2023;245 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-12-2023;"36.603,75 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2371570;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 54-23 Aquisição de Serviços de Fornecimento de Refeições Confecionadas para o mês de maio de 2023;Ajuste Direto Regime Geral;Aquisição de serviços;55322000-3;Principal;Serviços de confecção de refeições;117368.66 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"ITAU - Instituto Técnico de Alimentação Humana, S.A., (500142858)";"117.368,66 €";06-06-2023;18-05-2023;30 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-05-2023;"117.368,66 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2366456;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 53-23 Aquisição de serviços de vigilância e segurança para os meses de abril e maio de 2023;Ajuste Direto Regime Geral;Aquisição de serviços;79710000-4;Principal;Serviços de segurança;69926.3 € ;"Centro Hospitalar Universitário Cova da Beira, E. P. E. (506361659)";"2045 - Empresa de Segurança, S.A.  (502332905)";"69.926,30 €";06-06-2023;18-05-2023;61 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;31-05-2023;"69.926,30 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2366453;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AD 58-23 Excedentes multifuncionais;Ajuste Direto Regime Geral;Aquisição de serviços;79811000-2;Principal;Serviços de impressão digitalizada;9516.41 € ;"Centro Hospitalar Cova da Beira, EPE (506361659)";"Konica Minolta Business Solutions Portugal, Unipessoal, Lda (502120070)";"9.516,41 €";06-06-2023;01-06-2023;15 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 27.º, n.º 1, alínea a) do Código dos Contratos Públicos";Cumprimento integral do contrato;07-06-2023;"9.516,41 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2394359;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
AQUISIÇÃO DE SERVIÇOS DE PESSOAL TEMPORÁRIO PARA A PISCINA PRAIA COVILHÃ/2023 - PROC.N.84 -2023;Consulta Prévia;Aquisição de serviços;79620000-6;Principal;"Serviços de fornecimento de pessoal, inclusive temporário";38231.43 € ;Município da Covilhã (505330768);"Beira Labor-Empresa de Trabaho Temporário, S:A: (510953484)";"38.231,43 €";31-05-2023;31-05-2023;102 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;25-10-2023;"38.231,43 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2360366;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços de fornecimento de projeto de loteamento e projeto de execução de construção para 5 (cinco) edifícios habitacionais, Rua Pinhal do Gaiteiro";Concurso público;Aquisição de serviços;71242000-6;Principal;"Preparação de projecto e concepção, estimativa de custos";31500.0 € ;Município da Covilhã (505330768);"GO WALK, LDA (513702466)";"31.500,00 €";31-05-2023;30-05-2023;150 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2336246;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"AQUISIÇÃO DE SERVIÇOS DE CORTE E REMOÇÃO DE MATERIAL VEGETAL, ARBÓREO E ARBUSTIVO ARDIDO  - PROC.N  69-2023";Consulta Prévia;Aquisição de serviços;77231100-9;Principal;Serviços de gestão de recursos florestais;57433.2 € ;Município da Covilhã (505330768);"FLOPONOR, S.A (503694479)";"57.433,20 €";31-05-2023;30-05-2023;120 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2364244;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de serviços de fornecimento de projeto de intervenção em dois edifícios na Rua Comendador Gomes Correia, n.º 1 a 11";Concurso público;Aquisição de serviços;71242000-6;Principal;"Preparação de projecto e concepção, estimativa de custos";11490.0 € ;Município da Covilhã (505330768);"Guerreiro e Teófilo, Lda (503558400)";"11.490,00 €";31-05-2023;23-05-2023;90 dias;"Portugal, Castelo Branco, Covilhã";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2326944;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
